,productId,date,seller,price,link
420,11119,2023-04-27,coslovemetics,589,https://coslovemetics.mk/product/unleashia-shaper-defining-eyebrow-pencil-n3-taupe-gray/
421,11661,2023-04-27,yeppeuda,990,https://yeppeuda.mk/p/28/glow-serum-propolisniacinamide-30ml
422,10893,2023-04-27,coslovemetics,807,https://coslovemetics.mk/product/missha-all-around-safe-block-aqua-sun-spf50-pa-50ml/
423,10831,2023-04-27,coslovemetics,664,https://coslovemetics.mk/product/one-thing-houttuynia-serum-30ml/
424,11079,2023-04-27,coslovemetics,1384,https://coslovemetics.mk/product/innisfree-jeju-cherry-blosom-jelly-cream-50ml-2/
425,11263,2023-04-27,coslovemetics,891,https://coslovemetics.mk/product/isntree-hyaluronic-acid-toner-200ml/
426,10996,2023-04-27,coslovemetics,322,https://coslovemetics.mk/product/farm-stay-visible-difference-snail-bb-cream-spf40-pa-50g/
427,11573,2023-04-27,yeppeuda,972,https://yeppeuda.mk/p/196/ceramides-5-30ml
428,11683,2023-04-27,yeppeuda,1390,https://yeppeuda.mk/p/358/im-medi-100-zinc-sun-spf50-pa
429,11015,2023-04-27,coslovemetics,144,https://coslovemetics.mk/product/etude-house-brightening-eye-patch/
430,11145,2023-04-27,coslovemetics,1381,https://coslovemetics.mk/product/unleashia-glitterpedia-eye-palette-n1-all-of-glitter/
431,11014,2023-04-27,coslovemetics,144,https://coslovemetics.mk/product/etude-house-my-beauty-tool-pimple-popper/
432,11490,2023-04-27,yeppeuda,480,https://yeppeuda.mk/p/445/acid-neutralizer-spray-100-ml
433,11299,2023-04-27,coslovemetics,1412,https://coslovemetics.mk/product/marymay-idebenone-blackberry-complex-intensive-cream-70g/
434,10844,2023-04-27,coslovemetics,549,https://coslovemetics.mk/product/enough-collagen-moisture-essential-cream-50ml/
435,10876,2023-04-27,coslovemetics,735,https://coslovemetics.mk/product/purito-defence-barrier-ph-cleanser/
436,11450,2023-04-27,coslovemetics,666,https://coslovemetics.mk/product/pyunkang-yul-low-ph-cleansing-water-290ml/
437,11113,2023-04-27,coslovemetics,656,https://coslovemetics.mk/product/unleashia-minest-double-lash-up-mascara-01-black/
438,11193,2023-04-27,coslovemetics,590,https://coslovemetics.mk/product/benton-deep-green-tea-cleansing-foam-120g/
439,11386,2023-04-27,coslovemetics,1071,https://coslovemetics.mk/product/heimish-all-clean-balm-mandarin-120ml/
440,11621,2023-04-27,yeppeuda,840,https://yeppeuda.mk/p/129/tiam-my-signature-vita-b5-toner
441,10935,2023-04-27,coslovemetics,712,https://coslovemetics.mk/product/cosrx-ac-collection-calming-foam-cleanser-150ml/
442,10859,2023-04-27,coslovemetics,1197,https://coslovemetics.mk/product/purito-centella-green-level-recovery-cream/
443,11684,2023-04-27,coslovemetics,2690,https://coslovemetics.mk/product/dr-jart-cicapair-calming-gel-cream-80-ml/
444,11145,2023-04-27,coslovemetics,1381,https://coslovemetics.mk/product/unleashia-glitterpedia-eye-palette-n7-all-of-peach-ade/
445,11638,2023-04-27,yeppeuda,720,https://yeppeuda.mk/p/320/arnica-eye-arnica-cream-30-ml
446,11251,2023-04-27,coslovemetics,1084,https://coslovemetics.mk/product/some-by-mi-yuja-niacin-30-days-miracle-brightening-sleeping-mask-60gr/
447,11578,2023-04-27,yeppeuda,460,https://yeppeuda.mk/p/491/moisturizing-face-cream-for-kids-babies-50-ml
448,10891,2023-04-27,coslovemetics,891,https://coslovemetics.mk/product/neogen-a-clear-soothing-pink-eraser-15ml/
449,11320,2023-04-27,coslovemetics,765,https://coslovemetics.mk/product/tiam-centella-face-calming-toner-180ml/
450,10970,2023-04-27,coslovemetics,1232,https://coslovemetics.mk/product/cosrx-hydrium-moisture-power-enriched-cream-50ml/
451,11123,2023-04-27,coslovemetics,779,https://coslovemetics.mk/product/unleashia-tap-me-palette-duo-n2-groovy/
452,11393,2023-04-27,coslovemetics,639,https://coslovemetics.mk/product/heimish-all-clean-mini-kit-%d0%b2%d0%b5%d1%80%d0%b7%d0%b8%d1%98%d0%b0-2/
453,11623,2023-04-27,yeppeuda,2590,https://yeppeuda.mk/p/433/cicapair-tiger-grass-colour-correcting-treatment-50ml
454,11043,2023-04-27,coslovemetics,431,https://coslovemetics.mk/product/fluff-shower-gel-cucumber-and-green-tea-500ml/
455,11159,2023-04-27,coslovemetics,589,https://coslovemetics.mk/product/unleashia-pretty-easy-glitter-stick-n8-nudy-morn/
456,11147,2023-04-27,coslovemetics,564,https://coslovemetics.mk/product/unleashia-get-loose-glitter-gel-n7-happy-baker/
457,11419,2023-04-27,coslovemetics,650,https://coslovemetics.mk/product/porefectlyclear30ml/
458,11530,2023-04-27,yeppeuda,660,https://yeppeuda.mk/p/336/nacomi-next-level-caffeine-2-eye-brightening-serum-15-ml
459,10934,2023-04-27,coslovemetics,296,https://coslovemetics.mk/product/cosrx-ac-collection-acne-patch-26ea-3-%d0%b2%d0%b5%d0%bb%d0%b8%d1%87%d0%b8%d0%bd%d0%b8/
460,11220,2023-04-27,coslovemetics,1522,https://coslovemetics.mk/product/some-by-me-aha-bha-pha-miracle-calming-body-lotion-200ml/
461,10852,2023-04-27,coslovemetics,1196,https://coslovemetics.mk/product/purito-aha-bha-refreshing-solution-100ml/
462,11234,2023-04-27,coslovemetics,857,https://coslovemetics.mk/product/some-by-mi-h7-hydro-max-cream-50ml/
463,11066,2023-04-27,coslovemetics,801,https://coslovemetics.mk/product/altruist-family-sunspray-spf50-250ml/
464,11446,2023-04-27,coslovemetics,680,https://coslovemetics.mk/product/pyunkang-yul-calming-moisture-mist-100ml/
465,10988,2023-04-27,coslovemetics,747,https://coslovemetics.mk/product/farm-stay-collagen-water-full-moist-cream-ampoule-250ml/
466,10961,2023-04-27,coslovemetics,1019,https://coslovemetics.mk/product/cosrx-centella-blemish-cream-30ml/
467,11264,2023-04-27,coslovemetics,1216,https://coslovemetics.mk/product/isntree-hyaluronic-acid-watery-sun-gel-spf-50-pa/
468,11379,2023-04-27,coslovemetics,737,https://coslovemetics.mk/product/eyenlip-kombucha-enriched-balm-cream-50ml/
469,11395,2023-04-27,coslovemetics,200,https://coslovemetics.mk/product/heimish-all-clean-green-foam-30gr/
470,10885,2023-04-27,coslovemetics,1416,https://coslovemetics.mk/product/purito-oat-in-silky-toner-200ml/
471,11336,2023-04-27,coslovemetics,539,https://coslovemetics.mk/product/eyenlip-ac-clear-spot-15ml/
